Comment,Emotion,processed_comment,labeled_taget
i don t know it s just that it was like on top of our head so much of yesterday that it was really bothersome and we re still feeling a little mad about it,anger,don t know s like head yesterday bothersome feel little mad,0
i was snapping at everybody and feeling very grumpy in general,anger,snap everybody feel grumpy general,0
im super annoyed cause it hurts all the time cause i cant do my complete manicure and feel like my hands are pretty and i am kind of scared on how long this will take to heal and for my nail to grow again to stick on my finger again,fear,m super annoyed cause hurt time cause not complete manicure feel like hand pretty kind scared long heal nail grow stick finger,1
i don t want to feel annoyed resentful or angry at the fact that he s already had the experience of having and raising kids,anger,don t want feel annoyed resentful angry fact s experience have raise kid,0
i can feel the frantic beat of his heart but cookie s voice is surprisingly clear,fear,feel frantic beat heart cookie s voice surprisingly clear,1
im still feeling annoyed though,anger,m feel annoyed,0
ive had a rather average career because i decided to work less to earn less no rolex anywhere to be seen but have managed to write and even publish some of the short story collections and novels i have in my mind and on my drafts today i will feel successful,joy,ve average career decide work earn rolex see manage write publish short story collection novel mind draft today feel successful,2
i have made a few sets of his and hers wedding rings recently and i always feel so honored to be asked to make what is probably the most personal piece of jewellery that anyone ever buys,joy,set wedding ring recently feel honored ask probably personal piece jewellery buy,2
i can hear the hum you make at the feeling of my warmth and my legs shift a little in a strange need,fear,hear hum feeling warmth leg shift little strange need,1
im feeling a little apprehensive about this party,fear,m feel little apprehensive party,1
i feel that the session was useful and gave me tools i need to move forward in my life,joy,feel session useful give tool need forward life,2
i just feel like weve been living in a weird time warp like its only wednesday,fear,feel like ve live weird time warp like wednesday,1
i was that i bombed that first interview i left the second interview feeling pretty fan freaking tastic,joy,bomb interview leave second interview feel pretty fan freaking tastic,2
i can tell most of the time what shes really feeling and she was being really sincere,joy,tell time s feel sincere,2
i feel like im more hated than celebrated and i cant wait till the day i can say i made it,anger,feel like m hate celebrate not wait till day,0
i just grab something and hit myself just to feel pain damn i know the risks and injuries that might occur i know its dangerous,anger,grab hit feel pain damn know risk injury occur know dangerous,0
i feel about myself is so fucked up,anger,feel fuck,0
i often feel the need to defend just about anything even in casual conversation like blue s from the color code are usually christmas fanatics and i jump in and,joy,feel need defend casual conversation like blue s color code usually christmas fanatic jump,2
i feel hesitant because i don t want to put too much stock in the possibility that maybe today marks the end of a hard year and the start of one that might be better,fear,feel hesitant don t want stock possibility maybe today mark end hard year start well,1
i constantly feel lied to and wronged by them i love these people to death,anger,constantly feel lie wrong love people death,0
im feeling afraid,fear,m feel afraid,1
im particularly feeling pressured to act and behave in ways that are culturally accepted and expected of me,fear,m particularly feel pressure act behave way culturally accept expect,1
